0.000000,0.000000
0.010000,0.000027
0.020000,0.000361
0.030000,0.001621
0.040000,0.004519
0.050000,0.009518
0.060000,0.016618
0.070000,0.025355
0.080000,0.035015
0.090000,0.044978
0.100000,0.054964
0.110000,0.064945
0.120000,0.074919
0.130000,0.084886
0.140000,0.094844
0.150000,0.104792
0.160000,0.114730
0.170000,0.124657
0.180000,0.134571
0.190000,0.144472
0.200000,0.154358
0.210000,0.164229
0.220000,0.174083
0.230000,0.183920
0.240000,0.193739
0.250000,0.203538
0.260000,0.213317
0.270000,0.223074
0.280000,0.232810
0.290000,0.242522
0.300000,0.252209
0.310000,0.261872
0.320000,0.271508
0.330000,0.281117
0.340000,0.290698
0.350000,0.300250
0.360000,0.309772
0.370000,0.319263
0.380000,0.328722
0.390000,0.338148
0.400000,0.347541
0.410000,0.356898
0.420000,0.366220
0.430000,0.375505
0.440000,0.384753
0.450000,0.393962
0.460000,0.403132
0.470000,0.412262
0.480000,0.421350
0.490000,0.430396
0.500000,0.439399
0.510000,0.448359
0.520000,0.457273
0.530000,0.466142
0.540000,0.474964
0.550000,0.483738
0.560000,0.492464
0.570000,0.501141
0.580000,0.509768
0.590000,0.518344
0.600000,0.526868
0.610000,0.535339
0.620000,0.543757
0.630000,0.552120
0.640000,0.560429
0.650000,0.568681
0.660000,0.576876
0.670000,0.585014
0.680000,0.593093
0.690000,0.601112
0.700000,0.609072
0.710000,0.616971
0.720000,0.624808
0.730000,0.632583
0.740000,0.640294
0.750000,0.647941
0.760000,0.655524
0.770000,0.663041
0.780000,0.670491
0.790000,0.677875
0.800000,0.685191
0.810000,0.692438
0.820000,0.699616
0.830000,0.706724
0.840000,0.713761
0.850000,0.720728
0.860000,0.727621
0.870000,0.734443
0.880000,0.741190
0.890000,0.747864
0.900000,0.754463
0.910000,0.760986
0.920000,0.767434
0.930000,0.773804
0.940000,0.780097
0.950000,0.786313
0.960000,0.792449
0.970000,0.798507
0.980000,0.804484
0.990000,0.810381
1.000000,0.816197
1.010000,0.821931
1.020000,0.827583
1.030000,0.833153
1.040000,0.838639
1.050000,0.844041
1.060000,0.849359
1.070000,0.854592
1.080000,0.859739
1.090000,0.864801
1.100000,0.869776
1.110000,0.874664
1.120000,0.879464
1.130000,0.884177
1.140000,0.888801
1.150000,0.893336
1.160000,0.897782
1.170000,0.902139
1.180000,0.906404
1.190000,0.910580
1.200000,0.914664
1.210000,0.918657
1.220000,0.922558
1.230000,0.926367
1.240000,0.930083
1.250000,0.933706
1.260000,0.937235
1.270000,0.940671
1.280000,0.944013
1.290000,0.947261
1.300000,0.950413
1.310000,0.953471
1.320000,0.956433
1.330000,0.959300
1.340000,0.962071
1.350000,0.964746
1.360000,0.967324
1.370000,0.969805
1.380000,0.972190
1.390000,0.974477
1.400000,0.976666
1.410000,0.978759
1.420000,0.980753
1.430000,0.982649
1.440000,0.984447
1.450000,0.986146
1.460000,0.987747
1.470000,0.989249
1.480000,0.990652
1.490000,0.991956
1.500000,0.993161
1.510000,0.994267
1.520000,0.995273
1.530000,0.996179
1.540000,0.996986
1.550000,0.997693
1.560000,0.998301
1.570000,0.998809
1.580000,0.999216
1.590000,0.999524
1.600000,0.999732
1.610000,0.999840
1.620000,0.999848
1.630000,0.999756
1.640000,0.999564
1.650000,0.999272
1.660000,0.998880
1.670000,0.998388
1.680000,0.997797
1.690000,0.997106
1.700000,0.996314
1.710000,0.995424
1.720000,0.994433
1.730000,0.993344
1.740000,0.992155
1.750000,0.990866
1.760000,0.989479
1.770000,0.987993
1.780000,0.986408
1.790000,0.984724
1.800000,0.982942
1.810000,0.981061
1.820000,0.979083
1.830000,0.977006
1.840000,0.974832
1.850000,0.972560
1.860000,0.970191
1.870000,0.967725
1.880000,0.965163
1.890000,0.962503
1.900000,0.959748
1.910000,0.956896
1.920000,0.953949
1.930000,0.950907
1.940000,0.947769
1.950000,0.944537
1.960000,0.941210
1.970000,0.937789
1.980000,0.934274
1.990000,0.930666
2.000000,0.926965
2.010000,0.923171
2.020000,0.919284
2.030000,0.915306
2.040000,0.911236
2.050000,0.907076
2.060000,0.902824
2.070000,0.898482
2.080000,0.894050
2.090000,0.889529
2.100000,0.884919
2.110000,0.880221
2.120000,0.875434
2.130000,0.870560
2.140000,0.865599
2.150000,0.860551
2.160000,0.855417
2.170000,0.850198
2.180000,0.844894
2.190000,0.839505
2.200000,0.834032
2.210000,0.828476
2.220000,0.822837
2.230000,0.817116
2.240000,0.811313
2.250000,0.805429
2.260000,0.799464
2.270000,0.793419
2.280000,0.787295
2.290000,0.781093
2.300000,0.774812
2.310000,0.768453
2.320000,0.762018
2.330000,0.755507
2.340000,0.748920
2.350000,0.742258
2.360000,0.735522
2.370000,0.728713
2.380000,0.721830
2.390000,0.714876
2.400000,0.707850
2.410000,0.700753
2.420000,0.693586
2.430000,0.686349
2.440000,0.679045
2.450000,0.671672
2.460000,0.664232
2.470000,0.656725
2.480000,0.649153
2.490000,0.641516
2.500000,0.633815
2.510000,0.626050
2.520000,0.618223
2.530000,0.610334
2.540000,0.602384
2.550000,0.594374
2.560000,0.586304
2.570000,0.578176
2.580000,0.569990
2.590000,0.561747
2.600000,0.553447
2.610000,0.545093
2.620000,0.536683
2.630000,0.528221
2.640000,0.519705
2.650000,0.511137
2.660000,0.502519
2.670000,0.493850
2.680000,0.485131
2.690000,0.476364
2.700000,0.467550
2.710000,0.458689
2.720000,0.449781
2.730000,0.440829
2.740000,0.431833
2.750000,0.422794
2.760000,0.413712
2.770000,0.404589
2.780000,0.395425
2.790000,0.386222
