t,x,dx,y,yApp,yFD
7.240e+00,8.174e-01,5.761e-01,8.200e-01,6.960e-01,1.509e+00
7.260e+00,8.287e-01,5.597e-01,8.494e-01,6.806e-01,1.467e+00
7.280e+00,8.397e-01,5.430e-01,8.309e-01,6.765e-01,-9.259e-01
7.300e+00,8.504e-01,5.261e-01,8.737e-01,6.730e-01,2.141e+00
7.320e+00,8.608e-01,5.090e-01,8.938e-01,6.670e-01,1.007e+00
7.340e+00,8.708e-01,4.916e-01,8.750e-01,6.746e-01,-9.418e-01
7.360e+00,8.805e-01,4.741e-01,9.072e-01,6.933e-01,1.612e+00
7.380e+00,8.898e-01,4.564e-01,8.774e-01,7.123e-01,-1.488e+00
7.400e+00,8.987e-01,4.385e-01,9.272e-01,6.967e-01,2.487e+00
7.420e+00,9.073e-01,4.205e-01,9.016e-01,6.491e-01,-1.280e+00
7.440e+00,9.155e-01,4.023e-01,9.100e-01,6.046e-01,4.232e-01
7.460e+00,9.234e-01,3.839e-01,8.997e-01,5.596e-01,-5.176e-01
7.480e+00,9.309e-01,3.653e-01,9.772e-01,4.881e-01,3.877e+00
7.500e+00,9.380e-01,3.466e-01,9.395e-01,3.935e-01,-1.888e+00
7.520e+00,9.447e-01,3.278e-01,9.438e-01,3.391e-01,2.169e-01
7.540e+00,9.511e-01,3.088e-01,9.410e-01,3.267e-01,-1.411e-01
7.560e+00,9.571e-01,2.898e-01,9.638e-01,3.411e-01,1.141e+00
7.580e+00,9.627e-01,2.706e-01,9.731e-01,3.652e-01,4.637e-01
7.600e+00,9.679e-01,2.513e-01,9.667e-01,3.758e-01,-3.190e-01
7.620e+00,9.728e-01,2.319e-01,9.778e-01,3.727e-01,5.526e-01
7.640e+00,9.772e-01,2.124e-01,9.628e-01,3.600e-01,-7.454e-01
7.660e+00,9.812e-01,1.928e-01,9.913e-01,3.353e-01,1.420e+00
7.680e+00,9.849e-01,1.731e-01,9.848e-01,3.009e-01,-3.247e-01
7.700e+00,9.882e-01,1.534e-01,9.815e-01,2.614e-01,-1.629e-01
7.720e+00,9.910e-01,1.336e-01,9.715e-01,2.388e-01,-4.975e-01
7.740e+00,9.935e-01,1.137e-01,9.727e-01,2.289e-01,5.650e-02
7.760e+00,9.956e-01,9.384e-02,9.942e-01,2.079e-01,1.075e+00
7.780e+00,9.973e-01,7.391e-02,1.002e+00,1.537e-01,3.939e-01
7.800e+00,9.985e-01,5.396e-02,1.015e+00,1.041e-01,6.515e-01
7.820e+00,9.994e-01,3.398e-02,9.976e-01,8.370e-02,-8.747e-01
7.840e+00,9.999e-01,1.398e-02,9.994e-01,1.013e-01,8.777e-02
7.860e+00,1.000e+00,-6.018e-03,9.916e-01,1.356e-01,-3.896e-01
7.880e+00,9.997e-01,-2.602e-02,1.000e+00,1.676e-01,4.451e-01
7.900e+00,9.989e-01,-4.600e-02,1.008e+00,1.830e-01,3.587e-01
7.920e+00,9.978e-01,-6.597e-02,9.756e-01,1.751e-01,-1.600e+00
7.940e+00,9.963e-01,-8.591e-02,1.004e+00,1.471e-01,1.422e+00
7.960e+00,9.944e-01,-1.058e-01,9.979e-01,8.559e-02,-3.090e-01
7.980e+00,9.921e-01,-1.257e-01,1.025e+00,1.540e-02,1.348e+00
8.000e+00,9.894e-01,-1.455e-01,1.005e+00,-3.366e-02,-9.910e-01
8.020e+00,9.863e-01,-1.653e-01,9.750e-01,-3.320e-02,-1.504e+00
8.040e+00,9.827e-01,-1.849e-01,9.728e-01,4.770e-03,-1.093e-01
8.060e+00,9.789e-01,-2.046e-01,1.005e+00,3.417e-02,1.587e+00
8.080e+00,9.746e-01,-2.241e-01,9.627e-01,2.562e-02,-2.091e+00
8.100e+00,9.699e-01,-2.435e-01,9.534e-01,-1.157e-02,-4.658e-01
8.120e+00,9.648e-01,-2.629e-01,9.627e-01,-7.022e-02,4.657e-01
8.140e+00,9.594e-01,-2.821e-01,9.797e-01,-1.481e-01,8.507e-01
8.160e+00,9.535e-01,-3.013e-01,9.679e-01,-2.258e-01,-5.909e-01
8.180e+00,9.473e-01,-3.203e-01,9.459e-01,-2.760e-01,-1.101e+00
8.200e+00,9.407e-01,-3.392e-01,9.720e-01,-2.805e-01,1.304e+00
8.220e+00,9.338e-01,-3.579e-01,9.333e-01,-2.447e-01,-1.932e+00
8.240e+00,9.264e-01,-3.765e-01,9.049e-01,-1.912e-01,-1.421e+00
8.260e+00,9.187e-01,-3.950e-01,9.044e-01,-1.556e-01,-2.608e-02
8.280e+00,9.106e-01,-4.132e-01,8.986e-01,-1.762e-01,-2.886e-01
8.300e+00,9.022e-01,-4.314e-01,8.959e-01,-2.447e-01,-1.361e-01
8.320e+00,8.934e-01,-4.493e-01,8.931e-01,-3.368e-01,-1.407e-01
8.340e+00,8.842e-01,-4.671e-01,8.669e-01,-4.344e-01,-1.311e+00
8.360e+00,8.747e-01,-4.847e-01,8.721e-01,-5.142e-01,2.633e-01
8.380e+00,8.648e-01,-5.021e-01,8.799e-01,-5.477e-01,3.898e-01
8.400e+00,8.546e-01,-5.193e-01,8.628e-01,-5.315e-01,-8.569e-01
8.420e+00,8.440e-01,-5.363e-01,8.380e-01,-4.779e-01,-1.241e+00
8.440e+00,8.331e-01,-5.530e-01,8.280e-01,-4.119e-01,-4.995e-01
8.460e+00,8.219e-01,-5.696e-01,8.103e-01,-3.598e-01,-8.846e-01
8.480e+00,8.104e-01,-5.859e-01,7.932e-01,-3.457e-01,-8.537e-01
8.500e+00,7.985e-01,-6.020e-01,7.991e-01,-3.848e-01,2.943e-01
8.520e+00,7.863e-01,-6.179e-01,8.096e-01,-4.542e-01,5.258e-01
8.540e+00,7.738e-01,-6.335e-01,7.407e-01,-5.222e-01,-3.444e+00
8.560e+00,7.610e-01,-6.488e-01,7.516e-01,-5.648e-01,5.430e-01
8.580e+00,7.478e-01,-6.639e-01,7.278e-01,-5.954e-01,-1.191e+00
8.600e+00,7.344e-01,-6.787e-01,7.051e-01,-6.200e-01,-1.135e+00
8.620e+00,7.207e-01,-6.933e-01,7.037e-01,-6.411e-01,-7.075e-02
8.640e+00,7.067e-01,-7.075e-01,6.955e-01,-6.642e-01,-4.066e-01
8.660e+00,6.924e-01,-7.215e-01,6.922e-01,-6.970e-01,-1.645e-01
8.680e+00,6.778e-01,-7.352e-01,6.716e-01,-7.330e-01,-1.034e+00
8.700e+00,6.630e-01,-7.486e-01,6.445e-01,-7.490e-01,-1.353e+00
8.720e+00,6.479e-01,-7.618e-01,6.849e-01,-7.343e-01,2.021e+00
8.740e+00,6.325e-01,-7.746e-01,6.440e-01,-6.969e-01,-2.046e+00
8.760e+00,6.169e-01,-7.871e-01,6.451e-01,-6.279e-01,5.283e-02
8.780e+00,6.010e-01,-7.992e-01,5.890e-01,-5.479e-01,-2.804e+00
8.800e+00,5.849e-01,-8.111e-01,6.075e-01,-4.892e-01,9.248e-01
8.820e+00,5.686e-01,-8.226e-01,5.613e-01,-4.799e-01,-2.307e+00
8.840e+00,5.520e-01,-8.338e-01,5.638e-01,-5.040e-01,1.251e-01
8.860e+00,5.352e-01,-8.447e-01,5.541e-01,-5.684e-01,-4.890e-01
8.880e+00,5.182e-01,-8.552e-01,5.222e-01,-6.507e-01,-1.593e+00
8.900e+00,5.010e-01,-8.654e-01,4.817e-01,-7.255e-01,-2.023e+00
8.920e+00,4.836e-01,-8.753e-01,4.791e-01,-7.895e-01,-1.337e-01
8.940e+00,4.660e-01,-8.848e-01,4.797e-01,-8.505e-01,3.204e-02
8.960e+00,4.482e-01,-8.939e-01,4.526e-01,-9.012e-01,-1.358e+00
8.980e+00,4.303e-01,-9.027e-01,4.202e-01,-9.210e-01,-1.620e+00
9.000e+00,4.121e-01,-9.111e-01,4.030e-01,-9.163e-01,-8.573e-01
9.020e+00,3.938e-01,-9.192e-01,4.018e-01,-9.187e-01,-6.155e-02
9.040e+00,3.754e-01,-9.269e-01,3.604e-01,-9.270e-01,-2.066e+00
9.060e+00,3.567e-01,-9.342e-01,3.291e-01,-9.320e-01,-1.567e+00
9.080e+00,3.380e-01,-9.412e-01,3.465e-01,-9.317e-01,8.672e-01
9.100e+00,3.191e-01,-9.477e-01,3.337e-01,-9.461e-01,-6.398e-01
9.120e+00,3.001e-01,-9.539e-01,2.965e-01,-9.574e-01,-1.857e+00
9.140e+00,2.809e-01,-9.597e-01,2.569e-01,-9.588e-01,-1.982e+00
9.160e+00,2.617e-01,-9.652e-01,2.600e-01,-9.517e-01,1.579e-01
9.180e+00,2.423e-01,-9.702e-01,1.942e-01,-9.407e-01,-3.290e+00
9.200e+00,2.229e-01,-9.748e-01,2.517e-01,-9.285e-01,2.875e+00
9.220e+00,2.033e-01,-9.791e-01,2.067e-01,-9.462e-01,-2.253e+00
9.240e+00,1.837e-01,-9.830e-01,2.054e-01,-9.728e-01,-6.234e-02
9.260e+00,1.640e-01,-9.865e-01,1.747e-01,-9.820e-01,-1.536e+00
9.280e+00,1.443e-01,-9.895e-01,9.898e-02,-9.576e-01,-3.786e+00
9.300e+00,1.245e-01,-9.922e-01,1.058e-01,-9.137e-01,3.420e-01
9.320e+00,1.046e-01,-9.945e-01,1.093e-01,-8.932e-01,1.745e-01
9.340e+00,8.468e-02,-9.964e-01,8.143e-02,-9.016e-01,-1.394e+00
9.360e+00,6.473e-02,-9.979e-01,5.396e-02,-9.313e-01,-1.373e+00
9.380e+00,4.476e-02,-9.990e-01,3.283e-02,-9.855e-01,-1.057e+00
9.400e+00,2.478e-02,-9.997e-01,7.615e-03,-1.048e+00,-1.261e+00
9.420e+00,4.778e-03,-1.000e+00,-1.474e-02,-1.092e+00,-1.118e+00
9.440e+00,-1.522e-02,-9.999e-01,3.140e-02,-1.103e+00,2.307e+00
9.460e+00,-3.521e-02,-9.994e-01,-1.599e-02,-1.081e+00,-2.369e+00
9.480e+00,-5.519e-02,-9.985e-01,-5.160e-02,-1.007e+00,-1.780e+00
9.500e+00,-7.515e-02,-9.972e-01,-9.199e-02,-9.211e-01,-2.020e+00
9.520e+00,-9.508e-02,-9.955e-01,-1.029e-01,-8.529e-01,-5.447e-01
9.540e+00,-1.150e-01,-9.934e-01,-9.680e-02,-8.355e-01,3.042e-01
9.560e+00,-1.348e-01,-9.909e-01,-1.341e-01,-8.575e-01,-1.863e+00
9.580e+00,-1.546e-01,-9.880e-01,-1.615e-01,-8.850e-01,-1.373e+00
9.600e+00,-1.743e-01,-9.847e-01,-1.756e-01,-9.269e-01,-7.066e-01
9.620e+00,-1.940e-01,-9.810e-01,-1.921e-01,-9.871e-01,-8.227e-01
9.640e+00,-2.136e-01,-9.769e-01,-2.454e-01,-1.044e+00,-2.663e+00
9.660e+00,-2.331e-01,-9.725e-01,-2.398e-01,-1.075e+00,2.794e-01
9.680e+00,-2.525e-01,-9.676e-01,-2.188e-01,-1.086e+00,1.047e+00
9.700e+00,-2.718e-01,-9.624e-01,-2.572e-01,-1.075e+00,-1.918e+00
9.720e+00,-2.910e-01,-9.567e-01,-2.885e-01,-1.040e+00,-1.565e+00
9.740e+00,-3.100e-01,-9.507e-01,-3.031e-01,-1.001e+00,-7.296e-01
9.760e+00,-3.290e-01,-9.443e-01,-3.074e-01,-9.571e-01,-2.155e-01
9.780e+00,-3.478e-01,-9.376e-01,-3.561e-01,-9.055e-01,-2.434e+00
9.800e+00,-3.665e-01,-9.304e-01,-3.422e-01,-8.504e-01,6.930e-01
9.820e+00,-3.850e-01,-9.229e-01,-3.775e-01,-8.241e-01,-1.762e+00
9.840e+00,-4.034e-01,-9.150e-01,-4.071e-01,-8.326e-01,-1.481e+00
9.860e+00,-4.216e-01,-9.068e-01,-4.014e-01,-8.632e-01,2.862e-01
9.880e+00,-4.397e-01,-8.982e-01,-4.262e-01,-9.088e-01,-1.243e+00
9.900e+00,-4.575e-01,-8.892e-01,-4.506e-01,-9.484e-01,-1.219e+00
9.920e+00,-4.752e-01,-8.799e-01,-4.894e-01,-9.602e-01,-1.942e+00
9.940e+00,-4.927e-01,-8.702e-01,-5.007e-01,-9.417e-01,-5.634e-01
9.960e+00,-5.100e-01,-8.602e-01,-5.173e-01,-9.328e-01,-8.274e-01
9.980e+00,-5.271e-01,-8.498e-01,-5.401e-01,-9.540e-01,-1.142e+00
